ID,Sales
T1194974,49164.98950073426
T1195519,58096.93129319219
T1195841,35882.98906435248
T1196215,43068.14100690312
T1196578,41441.23481879411
T1196934,38160.59884293137
T1197134,36336.4258175109
T1197557,40024.63545232257
T1198042,36363.624034623565
T1198279,47366.30832143466
T1198850,53164.52585695185
T1199073,58259.8216108778
T1199640,52262.00681693571
T1199970,53667.79303710304
T1200352,33381.27095277568
T1200539,30208.950531049042
T1200820,25833.588825367824
T1201391,38442.62186644087
T1201496,41478.80568572321
T1201849,38540.97410602364
T1202478,46818.6669705935
T1202893,45935.869229047305
T1203174,47519.14491070759
T1203507,47636.93812175224
T1203919,59119.7774706328
T1204230,35172.41883237509
T1204661,37638.06836204698
T1204817,35729.60237400493
T1205168,31388.755277935168
T1205577,37357.32538639111
T1205956,37750.82207253293
T1206393,40614.42248273852
T1206904,55580.072414354094
T1207112,49311.72397250866
T1207432,39099.29486853836
T1207889,47609.4371090908
T1208192,48052.04160525292
T1208492,33693.94320126396
T1208971,42048.91507198196
T1209203,43726.66859917325
T1209755,40149.63306395553
T1210213,38413.590139765794
T1210292,37327.900798763396
T1188669,63069.99624263075
T1189054,69715.27883910044
T1189236,54805.68591848262
T1189558,52102.944209456655
T1189851,40434.36493463049
T1190503,48329.919112122785
T1190721,47316.569794309355
T1191023,63980.71888304368
T1191519,70808.06404423942
T1191904,66465.14722324835
T1192160,66836.49842071485
T1192507,76338.08507921657
T1192968,54705.48079555975
T1193109,53876.59833831285
T1193533,60097.6777613254
T1194031,51033.02076066037
T1194332,53025.21392972674
T1194769,52519.90311371951
T1194976,51792.727097331015
T1195487,62530.043638895855
T1195716,68780.11514027498
T1196285,70499.84221655241
T1196703,72375.93059987694
T1196867,70183.24460831682
T1197244,49880.1041294971
T1197558,55508.53471439156
T1198050,54002.620897118104
T1198472,50828.04037082275
T1198820,59017.465271034154
T1199196,63017.934894373386
T1199641,61858.212958033975
T1199729,72822.34047082276
T1200329,85325.06107813485
T1200430,72661.27782358181
T1200978,80384.45900905009
T1201118,101519.16094843752
T1201595,73215.92110033667
T1202131,67830.95991862759
T1202523,58615.94733210235
T1202763,60893.334689413816
T1203213,60591.786344850785
T1203501,64033.368850888444
T1203970,82080.5148743655
T1204366,86373.2400959306
T1204646,77755.58605787254
T1204842,77025.86015704247
T1205307,90061.02909554911
T1205816,63041.24699055249
T1206195,68029.20642767815
T1206494,73346.3994344004
T1206910,71662.91939881335
T1207052,57259.1472765281
T1207506,62372.35181152501
T1207853,59116.22358368161
T1208370,70712.69212839377
T1208445,74853.84701148712
T1208898,81413.55185971827
T1209387,86152.20247268997
T1209511,74648.27842795654
T1210180,64817.924125634425
T1210248,64993.45314296353
T1188630,37644.770492287076
T1189053,37553.187156800486
T1189219,34255.60089157945
T1189641,28640.902777071242
T1190018,25083.882325477392
T1190260,37879.16194014827
T1190814,38494.92585784104
T1191177,43565.11801943309
T1191485,50400.58527230622
T1191699,27400.580392481337
T1192011,33113.41620973644
T1192560,31883.904011328228
T1192990,31221.783167676032
T1193212,32403.98524484684
T1193507,32461.549116909864
T1194025,40174.09947950693
T1194192,40950.39490205321
T1194892,39893.716401008074
T1195089,40026.34300640085
T1195408,48240.31398824398
T1195786,28615.957089506748
T1196183,36536.26606362109
T1196421,34685.7469172864
T1197047,31747.130350036638
T1197150,29733.88022022224
T1197695,33869.084847506136
T1198005,28945.114905983697
T1198351,41627.37044847395
T1198685,45143.19959951416
T1198980,48995.236610767664
T1199637,41200.95596582542
T1199750,38228.03989668807
T1200299,27128.832925175986
T1200609,27362.355004484998
T1200897,27880.262662021316
T1201299,32257.5261690025
T1201768,35385.90401530974
T1202207,29699.08728422152
T1202551,39353.62304814514
T1202603,34668.465579258445
T1202969,32995.35429578385
T1203637,38525.06210472017
T1203985,47606.96223069052
T1204058,28838.778208758973
T1204453,33110.320831719146
T1204918,30777.86069174525
T1205399,30873.622753974585
T1205798,30151.91717529171
T1206041,30350.606817579213
T1206436,30745.626323426433
T1206845,43860.58729543033
T1207074,40054.78644729228
T1207570,33388.101636663225
T1207713,36748.81217837181
T1208411,39704.46672835723
T1208502,27098.148704878542
T1209132,34263.31104194816
T1209445,36891.24480302043
T1209570,33316.106449429586
T1209939,31264.365555060278
T1210504,30096.77500746283
T1188590,41257.70486804663
T1189051,44903.40668017897
T1189286,35768.32296294856
T1189479,34566.671740725666
T1189967,26943.842769679748
T1190347,33344.092835519245
T1190749,33524.533323782394
T1190932,46509.110962462924
T1191584,47997.45420873382
T1191970,45081.35618500532
T1192318,46627.62666805028
T1192398,54882.4135921919
T1193060,37264.130824818996
T1193188,37176.20753495599
T1193810,39885.605462660475
T1194153,32438.147525751927
T1194317,34445.06768781311
T1194814,34656.52790931928
T1195021,34717.37579314753
T1195497,45385.05913677116
T1195920,47920.44054228162
T1196206,51345.77116178356
T1196612,51196.3966943854
T1196763,53417.13518464112
T1197449,33231.86271870322
T1197723,37731.69679525327
T1197985,35690.091443323516
T1198374,33180.4432558371
T1198871,38959.862125649815
T1199061,41230.78982360638
T1199651,38718.619748080135
T1199681,48607.974214735674
T1200209,52325.019320165724
T1200522,46165.0913964592
T1200920,53008.77827921396
T1201160,66850.2421831456
T1201719,44649.848675358604
T1202079,40821.758201008684
T1202567,34880.48563577368
T1202661,35055.19751156076
T1202988,35666.283679531625
T1203326,37466.502753724904
T1203931,52879.33599854448
T1204328,54503.750229931255
T1204536,50899.427090141355
T1205046,49876.95892906566
T1205358,59517.03995935501
T1205684,41365.85280236107
T1206057,44159.87362358533
T1206284,45565.732749726936
T1206767,43634.387947937415
T1207188,38840.84671712155
T1207508,38358.62595794171
T1207774,37683.79529864204
T1208248,48054.029505361956
T1208466,47115.27720639209
T1209091,52995.92908336443
T1209468,54579.38455451302
T1209645,50276.038444553145
T1209932,40990.64385210771
T1210493,41572.32698061653
T1188623,44045.8485035818
T1189059,44628.9630018433
T1189332,38628.11724584858
T1189676,36434.316177550056
T1189986,27840.79067478495
T1190284,24675.22697644891
T1190801,42478.543100375806
T1191107,51216.7628673622
T1191266,53483.64827433475
T1191830,51258.646956028555
T1192213,56746.74451258115
T1192514,30250.42092269974
T1192977,39482.04680093983
T1193140,35667.62926487588
T1193740,40489.731473827866
T1194179,34580.872585604375
T1194242,30093.978831320583
T1194784,43883.782138421346
T1195274,46053.9123944358
T1195364,48013.6096117048
T1195931,53432.46974758402
T1196252,63375.36921617145
T1196439,31419.658976056155
T1197032,37441.53697498454
T1197359,35125.034146706814
T1197815,37648.13547607582
T1198106,38157.45185480687
T1198297,37575.989715284144
T1198792,31390.97139317459
T1198935,54933.687639709766
T1199630,49324.98070702278
T1199907,51193.41577431363
T1200187,52194.672765365074
T1200604,52863.90258495336
T1200790,34210.35245222594
T1201411,48754.930161507706
T1201659,49121.47907953996
T1201890,40911.66544310072
T1202530,37892.27178350407
T1202609,33519.421414602606
T1203272,48016.443865717745
T1203351,49428.11714600456
T1203955,55131.36889659403
T1204038,56177.46037942698
T1204574,60967.76032306608
T1204947,34629.33915961342
T1205314,44714.85010459653
T1205763,42079.302668736294
T1206063,39891.38300990654
T1206400,45442.934715197756
T1206719,45395.40234745827
T1207212,32618.617445442567
T1207332,42882.05644078615
T1207737,45384.55058414444
T1208297,47615.750938615216
T1208452,49266.97280970241
T1208822,52416.02989089309
T1209354,38230.43859423081
T1209739,42094.918635665126
T1209928,38806.861104213735
T1210515,39259.15785120309
T1188608,45342.8440417768
T1189052,43621.859651038445
T1189147,37702.98463331091
T1189687,35828.29806485882
T1189843,28712.794006543238
T1190356,28628.102034711716
T1190607,44600.086788752065
T1191092,51145.41077867617
T1191435,52576.122611023646
T1191787,48810.07037558263
T1192217,55785.35285826093
T1192590,35429.76006345432
T1192961,40056.19368828126
T1193429,36639.818388445114
T1193728,40499.27362950434
T1193957,35023.31282403451
T1194296,32918.58254042858
T1194556,44943.77219464787
T1195190,45318.81902575929
T1195344,47046.75245435688
T1195955,50674.45930235282
T1196061,63360.07418153242
T1196658,37627.41593856378
T1197074,38691.323047430276
T1197282,35671.10228666429
T1197675,37206.42288829697
T1198158,37628.8472233319
T1198558,36273.09516101314
T1198821,34499.32397475739
T1199198,54857.0941693832
T1199623,48583.30803886477
T1199779,50088.57235806367
T1200144,50646.463434794234
T1200429,47509.214549130375
T1201041,35779.80403957952
T1201182,45516.80585555691
T1201775,45868.04396353136
T1201926,37736.198311161614
T1202563,36201.28811811685
T1202900,33665.435479562475
T1203264,49194.70181624674
T1203333,48452.99264591728
T1204000,53894.65868652017
T1204223,54529.66221068356
T1204728,59956.422769333316
T1205044,37201.35058692582
T1205287,43759.64038508386
T1205852,41442.947687482934
T1206087,41581.54273366992
T1206353,43355.83253912962
T1206818,43688.65983085863
T1207150,33464.36842394465
T1207407,49476.47659857656
T1207928,49173.91481553721
T1208262,49869.64381643599
T1208416,47970.70062510391
T1209006,52971.97497254193
T1209304,42351.89294064454
T1209782,41821.16295919682
T1209901,38748.242764186274
T1210465,38182.23625623295
T1188699,52757.24991820092
T1189061,64803.29528760737
T1189411,63512.098918115604
T1189503,59220.93263985108
T1189982,45175.32677032484
T1190245,37341.066861923086
T1190869,53121.40167156597
T1190909,55296.261699670205
T1191293,59457.789306255574
T1191976,55016.33791003828
T1192027,64378.89459075777
T1192405,41997.69482981193
T1193013,46540.55630289648
T1193365,46218.97336245986
T1193771,51441.376931833125
T1193980,45527.11612046233
T1194213,50536.28674988324
T1194772,42749.24524972088
T1194918,56775.02920647306
T1195424,57470.01032093474
T1195706,60468.49453412704
T1196341,64112.252500868846
T1196486,70523.75251961267
T1196967,44863.718011087796
T1197447,44933.91345286936
T1197475,46957.08767163732
T1197894,49513.86620032444
T1198529,48414.03207608227
T1198727,54574.78327504995
T1199102,67567.32885519888
T1199626,59430.279131486925
T1199832,60568.118904743074
T1200165,66895.5834567582
T1200694,59629.65876194915
T1201051,62485.262970062955
T1201458,63108.627670217495
T1201651,63586.01806443737
T1202027,57437.420281595754
T1202493,64313.488814302495
T1202888,43892.217624189085
T1203178,48584.57525500012
T1203384,44210.53041821196
T1203696,46914.12757674957
T1204395,51474.702389274586
T1204607,50625.79673205113
T1204979,47211.01280091623
T1205264,57967.17775236314
T1205797,56868.14653098798
T1206077,60588.065321415765
T1206388,65816.96842828557
T1206783,78782.00946298806
T1207152,47867.44248202202
T1207423,49159.29635638047
T1207984,45905.01447401386
T1208096,46613.22772651711
T1208446,46687.66430723733
T1208916,55406.4316894281
T1209415,53830.39734775238
T1209595,56771.58682678643
T1209876,54029.08330152178
T1210468,56523.42461263643
T1188580,33948.9065541488
T1189067,34567.24865336338
T1189399,39384.937753652266
T1189528,38656.67686709696
T1190011,28011.226777141397
T1190449,35783.16708474506
T1190880,42554.44510165407
T1191140,29563.78507345101
T1191298,32240.53187981796
T1191990,28193.698013535784
T1192121,26846.396751153672
T1192718,28302.330794875674
T1192822,28648.221756747484
T1193260,36080.091411883346
T1193642,39998.71882828814
T1193922,34683.52281199454
T1194281,37492.53450541219
T1194680,44003.55669963829
T1194940,28929.451553404255
T1195305,32525.58561475608
T1195894,31430.680634304208
T1196235,32940.785235747164
T1196564,32586.538014083566
T1196945,30328.071138012634
T1197332,28664.48506072339
T1197715,37986.77362870576
T1198033,38286.47446032145
T1198259,38238.20697982518
T1198882,43153.72200077857
T1199124,55877.696964037874
T1199654,21962.70170790924
T1199866,28518.880758886
T1200088,27102.451848245408
T1200671,23773.70388925254
T1200927,26212.076700410358
T1201154,26918.61340273849
T1201710,41179.48005931251
T1202053,35030.637583499905
T1202554,29653.209384392234
T1202751,34359.71016406382
T1203297,38792.44525115671
T1203343,22216.69006116135
T1203780,30948.141093842587
T1204121,29323.840439485306
T1204762,27293.91237971737
T1205057,27339.19964571443
T1205141,27582.289432533
T1205655,28650.55933598953
T1206150,37459.83655165415
T1206238,38597.82967627853
T1206796,39157.111913129695
T1206959,35405.54562054959
T1207383,30348.34704994662
T1207949,24574.85052170442
T1208175,27996.78561661564
T1208462,19018.713999984917
T1208902,28905.54872369294
T1209390,31188.989824622164
T1209605,28972.315254570454
T1210234,28819.17947418897
T1210473,36847.28738436601
T1188411,55383.641878493014
T1189055,56317.52750718333
T1189173,51039.75703270688
T1189698,50705.656728943766
T1190058,37076.66224268626
T1190436,55965.099747430424
T1190871,58375.87725789236
T1190983,67230.96431403772
T1191563,75281.64864745777
T1191836,49049.85963677915
T1192207,50399.301365097
T1192489,47521.96078567138
T1192785,46889.33392623298
T1193165,48008.71032132187
T1193775,54562.291365536184
T1193998,55849.68781853729
T1194236,57093.63719159902
T1194719,58697.787213712465
T1195246,58066.10207976513
T1195590,69566.3309451628
T1195707,51214.618897834276
T1196066,56710.80330099163
T1196640,53344.86448729488
T1196877,48986.13958182235
T1197419,47875.85151793197
T1197540,53432.775150769805
T1197941,53822.55716862322
T1198453,60455.19597066121
T1198589,67854.47680917318
T1199242,72460.01526079327
T1199627,64912.74516183453
T1199730,63670.05503365258
T1200300,47621.68990166012
T1200649,47684.19792833808
T1200967,45627.25516546197
T1201267,50660.01778504685
T1201613,54624.94526682586
T1202119,55026.04754722892
T1202550,58768.52420817033
T1202617,56417.85033111171
T1203021,58209.78917398845
T1203350,61150.60112072775
T1203785,73333.98538708454
T1204160,51253.03638288749
T1204507,50398.52509737534
T1205062,49310.52735085216
T1205425,47545.64309299367
T1205855,48841.15671970628
T1205984,49431.073660814356
T1206249,58927.84917511635
T1206840,65520.79029997948
T1207021,61131.76714730405
T1207603,59675.57682790893
T1207962,58920.6787098491
T1208149,59806.82895748874
T1208455,51773.54630769094
T1208918,57773.83467451802
T1209461,60423.167457381714
T1209579,56286.77039146789
T1210153,53428.64681923362
T1210579,53106.951318902335
T1188429,59820.77071973854
T1189058,62034.6571266111
T1189209,56038.783769627116
T1189628,57409.17356640098
T1189878,40359.260147154746
T1190475,60423.91258418402
T1190860,63253.060093992404
T1191128,70440.36837740522
T1191494,80478.4422710899
T1191812,56183.63130846656
T1192045,56136.29582076263
T1192440,52067.72167831739
T1192754,52901.50795790855
T1193439,52281.273811151135
T1193509,61661.59711287847
T1193869,62270.7421422722
T1194287,64118.30119765613
T1194821,64156.35618585681
T1195255,67695.67816892819
T1195612,77207.43939458595
T1195998,59197.99953932487
T1196153,62937.45860292584
T1196373,59332.60770643407
T1196775,52941.9603387823
T1197361,53257.40073179281
T1197750,56582.47497115947
T1198132,57723.715932610285
T1198422,65273.65373695561
T1198646,70379.87146511443
T1199002,82190.12973572292
T1199620,77284.99876108082
T1199973,75843.18915028218
T1200023,59782.99322267933
T1200661,54696.25321048776
T1201033,54648.14774779839
T1201436,58416.714020570624
T1201542,60754.7890331891
T1201971,59504.57951742544
T1202500,64828.88398239189
T1202859,54567.795844688386
T1203057,61100.16339698709
T1203656,62030.777534251254
T1203678,73230.58140743109
T1204295,54230.21774163381
T1204505,54526.53387163886
T1205086,54035.70124837081
T1205359,52447.9494026371
T1205562,53483.242312476184
T1205963,53838.33423580104
T1206563,61038.10874525531
T1206770,73477.700196527
T1206998,68035.37945997095
T1207661,65000.13856064601
T1207738,64220.1581524662
T1208298,65262.59043292938
T1208433,59453.57029578962
T1208861,57627.47922699803
T1209159,64905.070192539504
T1209587,62023.86420028231
T1210173,59142.50776018504
T1210602,58761.67531713614
T1188441,22976.456119696388
T1189069,32587.55385152531
T1189403,29037.10828672045
T1189704,26932.64653647549
T1190144,21998.886431843912
T1190250,20355.768447191615
T1190765,32912.67077870969
T1191194,38608.29015956277
T1191329,41213.46073500144
T1191909,39457.1130233423
T1192151,46007.81013541744
T1192672,21011.793104396344
T1192776,27951.809043742767
T1193375,28039.502451316344
T1193461,31696.038032067925
T1193941,27205.14263356467
T1194533,28953.94674184876
T1194850,19918.737734085436
T1195041,34622.15367358122
T1195635,35506.65201876264
T1195734,38448.119833537996
T1196044,42038.986878514974
T1196661,48223.079287100256
T1196745,23082.443452128184
T1197385,29140.12138217564
T1197820,28406.226283936587
T1198107,29753.34703605132
T1198306,28768.890478005538
T1198610,26483.749762257063
T1198942,43993.53288195797
T1199392,37998.45492435489
T1200000,37666.00424398585
T1200057,37472.38070726137
T1200743,34794.71175701661
T1201108,21485.270145007456
T1201217,34514.762005182514
T1201500,35966.10917433376
T1201956,29692.754912337296
T1202508,26832.359529431164
T1202805,28142.12208539961
T1203062,18524.85727177058
T1203634,35888.13055771106
T1203671,41001.59601987133
T1204231,43619.915541442286
T1204528,39271.564761978276
T1204885,46383.416272748946
T1205436,22694.689308665977
T1205761,31695.250332963293
T1206044,30793.95523876986
T1206483,32365.4658265828
T1206952,31809.70983959063
T1206988,29390.517338174795
T1207682,19241.844803021904
T1207703,35622.65168440646
T1208377,38989.96453647296
T1208422,38928.792280884205
T1208879,41454.28080764147
T1209259,44414.97780944461
T1209531,22316.1668139065
T1210110,25675.46627543517
T1210590,24418.413535206128
T1188365,43446.837361751495
T1189056,42575.74820438726
T1189223,45952.124486088476
T1189635,47799.18329701981
T1190110,33519.95734856059
T1190431,43253.141422358494
T1190720,49441.51463871015
T1190945,36206.48205584449
T1191568,40659.68332596559
T1191898,36539.88360087743
T1192145,33941.306652105006
T1192520,36045.31959546897
T1192761,36595.84719315972
T1193207,42732.358061087885
T1193556,49806.432139220255
T1194019,42278.54332738392
T1194521,46922.64000918504
T1194623,53609.62703967818
T1194998,36378.0171416082
T1195625,38960.32028052653
T1195850,39654.55192758657
T1196065,42020.59857066574
T1196655,42180.6867036878
T1197083,39898.847556247725
T1197397,34645.30876859904
T1197548,41125.76473912646
T1197890,47767.51706107861
T1198196,46258.16024670538
T1198647,52140.65169218211
T1199064,64063.849783800426
T1199396,31263.864030368874
T1199937,33576.89660828702
T1200149,31974.13063321336
T1200658,30562.273469639524
T1200999,34047.038134397786
T1201264,40843.6954197989
T1201550,49411.81961961886
T1201918,44575.64461988217
T1202488,40489.14952829712
T1202581,41868.369128424994
T1203006,46058.30172233433
T1203616,29570.076324878577
T1203800,36563.95816199517
T1204194,34341.465041162584
T1204439,32746.20720901061
T1204864,32429.284739901264
T1205466,34129.8830280504
T1205717,34750.43045168054
T1206029,43120.207150422786
T1206523,48731.959569805644
T1206860,49257.54790679513
T1206974,44523.36064654883
T1207642,34637.46126465272
T1207835,29631.311273025884
T1208132,33519.3874183005
T1208499,31861.00027155881
T1208981,35474.66761039873
T1209224,37210.52132331509
T1209763,35424.34533003861
T1210130,33620.04175596462
T1210294,41719.19924457794
T1188349,48377.43672553203
T1189047,48257.321134311984
T1189277,46166.50166796881
T1189488,47564.72606384965
T1189943,35162.066960452124
T1190332,50936.332665337664
T1190735,52926.32286084914
T1191038,59292.614782797595
T1191468,69125.35270400965
T1191846,45580.814964009005
T1192233,45784.67903836893
T1192506,44103.1625381135
T1192791,41945.79112553049
T1193231,42823.27481700867
T1193628,49386.90256114766
T1194021,52556.4062895438
T1194404,55243.58790940635
T1194648,55262.97233142743
T1195015,55761.02275071067
T1195616,66503.37544424017
T1195961,48755.96033843255
T1196141,52344.04839805406
T1196593,48984.703543311734
T1196951,44355.87489879894
T1197253,42203.60973100934
T1197732,46648.43021762875
T1198038,49144.653013322335
T1198267,55696.74158796034
T1198859,61021.02911402888
T1199165,66073.42826177312
T1199400,58380.53585594739
T1199916,62798.517076383825
T1200201,43096.119318653175
T1200697,41145.592530719165
T1201050,40981.45244006093
T1201170,44371.89962982177
T1201529,49188.79068521077
T1202008,47341.240525178226
T1202531,52679.29995937174
T1202686,49799.66715717519
T1202973,51504.81090047122
T1203483,54404.0174488754
T1203815,64666.70865612605
T1204210,46364.98999597366
T1204597,45618.836844559206
T1204919,42488.42120895148
T1205321,38517.17757808614
T1205772,41914.038480075855
T1206157,43022.95571918386
T1206585,51373.49836278699
T1206858,61712.698008314415
T1207265,55562.49926800496
T1207681,53190.33957532974
T1207755,54012.706328694614
T1208267,56105.75813010433
T1208479,47609.83442337054
T1209001,52791.66405927075
T1209320,54020.788555119776
T1209857,49618.46778552521
T1210222,47148.0987086328
T1210563,46633.20297344988
T1188393,64236.01956057368
T1189063,65041.61983378662
T1189413,57574.37254651837
T1189742,60957.87646498732
T1189877,41648.55406716232
T1190378,60548.336079109766
T1190877,62834.82558711007
T1191066,76395.61439403416
T1191305,59865.64790527047
T1191703,69775.00496081999
T1192073,65234.0580688153
T1192537,64557.18504919586
T1192756,67213.1764005059
T1193273,75369.72137849167
T1193815,63298.24609835077
T1193858,56944.980449099385
T1194490,56334.61846860002
T1194642,55414.81132189516
T1195063,57455.8502426084
T1195294,57701.23872365709
T1195974,63688.53388310472
T1196165,77751.73827475336
T1196595,73723.11986214951
T1196985,66884.19840674661
T1197451,64838.576036374
T1197520,74742.06614470927
T1197935,57776.78838016976
T1198528,56588.32115495797
T1198825,58235.484692297636
T1199210,63568.70705653338
T1199403,58624.919142854924
T1199975,63720.92750095917
T1200038,71755.35288873992
T1200696,60761.80611153764
T1201005,69918.41178638926
T1201342,81064.39597425262
T1201638,71076.99894661484
T1202034,71819.2032536404
T1202527,64835.687730911326
T1202737,65877.16342979418
T1203298,63276.36386502845
T1203466,78298.48980034539
T1203798,62822.86163600353
T1204258,68023.2790580103
T1204631,59586.303133103866
T1204773,59939.71521646105
T1205333,57355.81840079854
T1205644,60770.22098122258
T1206197,62057.2863971708
T1206398,73729.93520441405
T1206832,75769.93660109487
T1207303,67930.17163761418
T1207636,65368.25165376807
T1208020,66297.65915487091
T1208109,63579.65474344238
T1208451,62757.043361611926
T1208943,69051.85815356925
T1209189,70307.5010398904
T1209873,66975.78746842622
T1210211,62936.80619244827
T1210527,62449.842469473944
T1188377,35837.59362860809
T1189068,35717.87357759141
T1189357,32210.208207059855
T1189617,24229.441801325538
T1189830,22690.066258113846
T1190434,37220.792574127445
T1190570,38362.09205847078
T1191076,43283.25046836386
T1191355,48189.990663173354
T1191988,24428.528790821536
T1192087,31595.672266060832
T1192390,30826.12167169336
T1192996,30299.17487096382
T1193362,29159.798724931847
T1193777,28330.09223234457
T1193966,35397.94907568716
T1194461,38330.11180216636
T1194705,39337.3522812934
T1194966,39390.46076464891
T1195462,47237.961817584684
T1195743,26932.459883406165
T1196052,33942.37274751159
T1196731,32998.82401767766
T1196903,30891.200451991
T1197321,29028.441602420466
T1197578,30593.088851527595
T1198163,24250.267828814653
T1198548,36593.91084575762
T1198817,42941.83615272282
T1199189,46086.07140561687
T1199407,38785.18012030938
T1199955,42752.6425149521
T1200099,21187.568572106997
T1200702,24746.598724305637
T1201087,27650.028425688524
T1201407,30272.145900992407
T1201503,31546.255543349784
T1201996,25762.698773900687
T1202546,34488.164616203976
T1202586,35374.0301902482
T1203283,34637.15382546801
T1203463,37119.849338293454
T1203908,44402.12991252315
T1204227,24012.174606307573
T1204634,28604.99275528087
T1204775,29039.96775150501
T1205294,28979.29349215596
T1205629,28297.867993443186
T1205922,28817.383504764723
T1206272,26224.122447791542
T1206838,39045.18759680281
T1207258,38380.526384855075
T1207352,37671.23260842861
T1208044,36472.625926838424
T1208336,37247.80029370383
T1208436,22384.78374953995
T1208960,28016.70879029917
T1209176,31015.48812529305
T1209688,29105.546536326387
T1210208,27687.02278950975
T1210341,26151.613827646146
T1188545,37123.76244317437
T1189062,36988.07854959409
T1189395,33919.43915071659
T1189659,36468.85464621451
T1190001,25427.2501666108
T1190189,38102.79013419263
T1190790,38880.807774543944
T1191100,47878.1816311935
T1191415,35515.76791878092
T1191722,42738.82238242278
T1192307,38748.317717118916
T1192638,40017.58652489345
T1192852,38849.14228692991
T1193443,44401.52067838489
T1193732,36384.25070605339
T1193967,32187.703647883838
T1194542,32407.379684139483
T1194600,31673.76492342698
T1195254,32080.596924041412
T1195389,34149.07494906033
T1195701,36761.396076119105
T1196014,48005.32795224099
T1196448,43971.509200316956
T1196994,39325.40988063065
T1197354,37156.97088515205
T1197505,43880.42671029793
T1198078,32683.039164092977
T1198321,32912.421839540846
T1198819,34843.04947732613
T1198944,36809.20072309705
T1199389,34135.55726529134
T1199966,35962.75119510901
T1200358,43867.69674322846
T1200718,36680.00668350625
T1200784,40340.850729667975
T1201373,48619.06345091374
T1201540,41809.146913880344
T1201897,42576.888315444296
T1202479,36721.97844679663
T1202898,37749.840677697255
T1203172,37262.322304560665
T1203553,46766.5919993831
T1203697,36427.72700581776
T1204155,39403.75309095672
T1204523,33945.68607701807
T1204846,34265.18936654713
T1205388,33311.23941256499
T1205598,35164.17356527849
T1205911,35223.06985053875
T1206423,46582.7688379825
T1206755,44816.249108950055
T1207226,39355.96723263267
T1207519,38740.602328438494
T1207712,39210.784788092875
T1208256,36213.74966470282
T1208444,37079.885741184924
T1208842,40626.35349729161
T1209506,42099.09183709162
T1209730,39531.59573767167
T1210000,37189.62483330504
T1210365,36911.828463969556
T1188529,51466.13969332227
T1189070,55709.68900465604
T1189134,47441.695208303194
T1189706,45797.54869813206
T1189902,32676.719359234085
T1190335,39880.92214504685
T1190732,38700.922144785996
T1191024,55538.868303418785
T1191382,60680.0770053798
T1191961,55820.68052325395
T1192196,57156.29957507819
T1192400,65139.93725531947
T1192826,45710.656481619255
T1193128,43690.43539829908
T1193735,48425.93730656859
T1194173,40556.03907457115
T1194420,43071.86295250935
T1194859,42717.55082547292
T1194956,43517.345785327314
T1195489,53019.3306945567
T1195831,58111.710918370394
T1196117,62304.33309723661
T1196643,62229.281913947416
T1196798,60826.88561223992
T1197315,41867.4027150381
T1197710,44370.53031610263
T1197860,44458.72485235819
T1198410,42138.60771385234
T1198845,49630.18285969081
T1199058,51819.31951731382
T1199373,48940.06534515232
T1199982,57172.593428758046
T1200259,65050.87249475659
T1200744,56658.277980495564
T1200788,64190.14806957603
T1201362,78671.64834240655
T1201628,58732.663885177426
T1201876,51718.93367506741
T1202473,46889.14264479322
